term_original,term_norm,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
Gut movement,gut movement,gi_symptoms,0.4709654,0.3293723,0.1415931,-1,0.0,noise
bulimia,bulimia,gi_symptoms,0.56850314,0.42705858,0.14144456,-1,0.0,noise
stomach flare,stomach flare,gi_symptoms,0.65387475,0.5124739,0.14140087,-1,0.0,noise
Clear vomit,clear vomit,gi_symptoms,0.62541354,0.4840973,0.14131624,-1,0.0,noise
crampy digestion,crampy digestion,gi_symptoms,0.71465904,0.57345665,0.14120239,-1,0.0,noise
Pressure/Fullness in stomach,pressure/fullness in stomach,gi_symptoms,0.5335599,0.39235988,0.14120004,-1,0.0,noise
Extreme Nausea,extreme nausea,gi_symptoms,0.6892656,0.5481645,0.14110112,-1,0.0,noise
gut,gut,gi_symptoms,0.53828126,0.3972417,0.14103955,-1,0.0,noise
Gastrits,gastrits,gi_symptoms,0.46480975,0.3244402,0.14036953,-1,0.0,noise
foul smelly stool,foul smelly stool,gi_symptoms,0.4828524,0.34260088,0.14025152,-1,0.0,noise
chonic constipation,chonic constipation,gi_symptoms,0.47833243,0.3381151,0.14021733,-1,0.0,noise
overactive gallbladder,overactive gallbladder,gi_symptoms,0.48637444,0.34633142,0.14004302,-1,0.0,noise
Knot in stomach,knot in stomach,gi_symptoms,0.57145166,0.43149704,0.13995463,-1,0.0,noise
goopy stool,goopy stool,gi_symptoms,0.49603927,0.35641313,0.13962615,-1,0.0,noise
colon blood,colon blood,gi_symptoms,0.46301073,0.32374457,0.13926616,-1,0.0,noise
distended abdomen,distended abdomen,gi_symptoms,0.54277825,0.4036255,0.13915277,-1,0.0,noise
stomach gurgle,stomach gurgle,gi_symptoms,0.6338837,0.49498653,0.13889718,-1,0.0,noise
i had diarrhea and now I'm nauseas and sore in my stomach,i had diarrhea and now i'm nauseas and sore in my stomach,gi_symptoms,0.53290665,0.3941025,0.13880414,-1,0.0,noise
nausea recumbent rhs,nausea recumbent rhs,gi_symptoms,0.5857217,0.44714957,0.1385721,-1,0.0,noise
diarrhea 3,diarrhea 3,gi_symptoms,0.6060905,0.46794692,0.13814357,-1,0.0,noise
bowel endo,bowel endo,gi_symptoms,0.4693048,0.3312595,0.13804531,-1,0.0,noise
stomach pain wakes me up,stomach pain wakes me up,gi_symptoms,0.5883456,0.45048165,0.13786393,-1,0.0,noise
intestinal spasms,intestinal spasms,gi_symptoms,0.6110834,0.4734196,0.13766378,-1,0.0,noise
Crohns,crohns,gi_symptoms,0.6055885,0.4680009,0.1375876,-1,0.0,noise
intractable vomiting,intractable vomiting,gi_symptoms,0.5750493,0.43750972,0.13753957,-1,0.0,noise
Mushy stool,mushy stool,gi_symptoms,0.48766965,0.35062134,0.1370483,-1,0.0,noise
Gas and gas pains,gas and gas pains,gi_symptoms,0.5556946,0.41876146,0.13693312,-1,0.0,noise
"Gas, bad","gas, bad",gi_symptoms,0.5144702,0.37784874,0.13662148,-1,0.0,noise
want to vomit,want to vomit,gi_symptoms,0.6269305,0.49043244,0.13649803,-1,0.0,noise
near vomiting ,near vomiting,gi_symptoms,0.6629112,0.52645415,0.13645703,-1,0.0,noise
Nauseous,nauseous,gi_symptoms,0.7387961,0.6024462,0.13634992,-1,0.0,noise
Colitis,colitis,gi_symptoms,0.5689492,0.43265802,0.1362912,-1,0.0,noise
mucus in bowels ,mucus in bowels,gi_symptoms,0.4872614,0.35098663,0.13627478,-1,0.0,noise
Stomach cramps,stomach cramps,gi_symptoms,0.69063914,0.55448896,0.13615018,-1,0.0,noise
swollen abdominal,swollen abdominal,gi_symptoms,0.51885337,0.38273174,0.13612163,-1,0.0,noise
uncomfortable digestive tract,uncomfortable digestive tract,gi_symptoms,0.63714874,0.50109833,0.1360504,-1,0.0,noise
chronic vomiting ,chronic vomiting,gi_symptoms,0.5933883,0.45755973,0.13582858,-1,0.0,noise
Bowels,bowels,gi_symptoms,0.6770641,0.5413084,0.13575572,-1,0.0,noise
puking,puking,gi_symptoms,0.62929183,0.49384552,0.13544631,-1,0.0,noise
alternating diarrhea and constipation,alternating diarrhea and constipation,gi_symptoms,0.46983153,0.3344999,0.13533163,-1,0.0,noise
bad poo,bad poo,gi_symptoms,0.5136316,0.37849942,0.13513216,-1,0.0,noise
IBS no puking,ibs no puking,gi_symptoms,0.56971747,0.43477616,0.13494131,-1,0.0,noise
"Stomach Pain, LUQ","stomach pain, luq",gi_symptoms,0.6289739,0.49411434,0.13485956,-1,0.0,noise
severe diarrhea,severe diarrhea,gi_symptoms,0.52132213,0.38652954,0.1347926,-1,0.0,noise
racing upper stomach sensation,racing upper stomach sensation,gi_symptoms,0.5669832,0.43228778,0.13469544,-1,0.0,noise
nausea after ,nausea after,gi_symptoms,0.61569786,0.48104548,0.13465238,-1,0.0,noise
shooting stomach pain,shooting stomach pain,gi_symptoms,0.6263813,0.4918713,0.13450998,-1,0.0,noise
nausea GP,nausea gp,gi_symptoms,0.6507523,0.5164919,0.13426042,-1,0.0,noise
gastropariesis ,gastropariesis,gi_symptoms,0.51538134,0.3812253,0.13415605,-1,0.0,noise
constipated feeling,constipated feeling,gi_symptoms,0.6258592,0.49225482,0.13360438,-1,0.0,noise
Upper abdominal burning,upper abdominal burning,gi_symptoms,0.57960576,0.4463314,0.13327435,-1,0.0,noise
excess appetite,excess appetite,gi_symptoms,0.5604445,0.42718208,0.1332624,-1,0.0,noise
huge appetite,huge appetite,gi_symptoms,0.58269334,0.4495558,0.13313752,-1,0.0,noise
sudden vomiting,sudden vomiting,gi_symptoms,0.6872251,0.55417156,0.13305354,-1,0.0,noise
IBS - constipation,ibs - constipation,gi_symptoms,0.50892663,0.37631005,0.13261658,-1,0.0,noise
Chronic Idiopathic Nausea,chronic idiopathic nausea,gi_symptoms,0.5766162,0.4441243,0.13249192,-1,0.0,noise
Abdominal sounds,abdominal sounds,gi_symptoms,0.48681024,0.35459733,0.1322129,-1,0.0,noise
abdominal issues,abdominal issues,gi_symptoms,0.5341604,0.4024772,0.13168317,-1,0.0,noise
Distended belly,distended belly,gi_symptoms,0.5153504,0.38375667,0.13159373,-1,0.0,noise
abdominal fullness,abdominal fullness,gi_symptoms,0.52202857,0.39044416,0.1315844,-1,0.0,noise
tummy cramps ,tummy cramps,gi_symptoms,0.649371,0.51786137,0.13150966,-1,0.0,noise
Stomach tenderness,stomach tenderness,gi_symptoms,0.68057626,0.54931045,0.13126582,-1,0.0,noise
extreme bouts of diarrhea ,extreme bouts of diarrhea,gi_symptoms,0.5357922,0.40458938,0.13120279,-1,0.0,noise
lower abdominal bloat,lower abdominal bloat,gi_symptoms,0.48598474,0.35500413,0.13098061,-1,0.0,noise
poops,poops,gi_symptoms,0.57448953,0.44444275,0.13004678,-1,0.0,noise
gurgling in colon,gurgling in colon,gi_symptoms,0.50119364,0.3711552,0.13003844,-1,0.0,noise
rib sublux,rib sublux,gi_symptoms,0.4905434,0.36075246,0.12979093,-1,0.0,noise
significant gut discom,significant gut discom,gi_symptoms,0.50664437,0.37731802,0.12932634,-1,0.0,noise
foul gas,foul gas,gi_symptoms,0.5000756,0.3707525,0.12932307,-1,0.0,noise
Mucus in stool,mucus in stool,gi_symptoms,0.46214807,0.33303288,0.1291152,-1,0.0,noise
mucoid diarrhea,mucoid diarrhea,gi_symptoms,0.5020922,0.37309945,0.12899274,-1,0.0,noise
bowel gurgles,bowel gurgles,gi_symptoms,0.5481026,0.4195606,0.128542,-1,0.0,noise
extra hunger,extra hunger,gi_symptoms,0.5046597,0.3761534,0.1285063,-1,0.0,noise
Stomach ache in mornings,stomach ache in mornings,gi_symptoms,0.5492017,0.42097768,0.12822405,-1,0.0,noise
erosive gastritis,erosive gastritis,gi_symptoms,0.4840715,0.35603476,0.12803674,-1,0.0,noise
boiling semaation in stomach,boiling semaation in stomach,gi_symptoms,0.48108235,0.35308513,0.12799722,-1,0.0,noise
Ate a meal,ate a meal,gi_symptoms,0.4812478,0.35340536,0.12784246,-1,0.0,noise
gastro oesophageal reflux disease,gastro oesophageal reflux disease,gi_symptoms,0.48658228,0.35884076,0.12774152,-1,0.0,noise
Subluxation,subluxation,gi_symptoms,0.4939742,0.36631465,0.12765956,-1,0.0,noise
liquid diarrhea,liquid diarrhea,gi_symptoms,0.52770656,0.40045318,0.12725338,-1,0.0,noise
IBS,ibs,gi_symptoms,0.4601565,0.33302003,0.12713647,-1,0.0,noise
Too much pooping,too much pooping,gi_symptoms,0.55195653,0.42488533,0.1270712,-1,0.0,noise
digestive cramping thing,digestive cramping thing,gi_symptoms,0.6980444,0.5710811,0.12696332,-1,0.0,noise
abdominal inflammation ,abdominal inflammation,gi_symptoms,0.53364706,0.4068054,0.12684166,-1,0.0,noise
stomach and bowel pain,stomach and bowel pain,gi_symptoms,0.6377667,0.5109253,0.12684143,-1,0.0,noise
farts,farts,gi_symptoms,0.5356766,0.4088447,0.12683189,-1,0.0,noise
severe nausea,severe nausea,gi_symptoms,0.6688737,0.5422603,0.12661344,-1,0.0,noise
extra nauseous ,extra nauseous,gi_symptoms,0.6932384,0.5666258,0.1266126,-1,0.0,noise
IBS/Gallbladder,ibs/gallbladder,gi_symptoms,0.49190873,0.36535034,0.1265584,-1,0.0,noise
Feeling of food trying to come back up,feeling of food trying to come back up,gi_symptoms,0.53464866,0.40817192,0.12647673,-1,0.0,noise
bowel fullness,bowel fullness,gi_symptoms,0.5441786,0.41772646,0.12645215,-1,0.0,noise
no pooping,no pooping,gi_symptoms,0.5078517,0.3815434,0.12630832,-1,0.0,noise
intractable nausea,intractable nausea,gi_symptoms,0.5864908,0.46020025,0.12629056,-1,0.0,noise
Sick Stomach,sick stomach,gi_symptoms,0.79461515,0.66873455,0.1258806,-1,0.0,noise
stomach pain LUQ,stomach pain luq,gi_symptoms,0.62846637,0.50278693,0.12567943,-1,0.0,noise
Cirrhosis,cirrhosis,gi_symptoms,0.5806701,0.45532668,0.12534344,-1,0.0,noise
Abdominal herina,abdominal herina,gi_symptoms,0.476761,0.351501,0.12526003,-1,0.0,noise
Intestinal spasm,intestinal spasm,gi_symptoms,0.5593989,0.4342275,0.1251714,-1,0.0,noise
Irritable Bowel Disease,irritable bowel disease,gi_symptoms,0.5186509,0.39353555,0.12511533,-1,0.0,noise
Gut cramping,gut cramping,gi_symptoms,0.6432594,0.5181687,0.12509072,-1,0.0,noise
bloating/fullness,bloating/fullness,gi_symptoms,0.53923994,0.41422492,0.12501502,-1,0.0,noise
Abdominal noise,abdominal noise,gi_symptoms,0.49101853,0.36645326,0.12456527,-1,0.0,noise
stomach pain stabs,stomach pain stabs,gi_symptoms,0.6005074,0.47599304,0.12451434,-1,0.0,noise
stinky gas,stinky gas,gi_symptoms,0.54920673,0.42478,0.12442672,-1,0.0,noise
Weird poop,weird poop,gi_symptoms,0.53992826,0.4156614,0.12426686,-1,0.0,noise
sublux rib,sublux rib,gi_symptoms,0.4791116,0.35494357,0.12416804,-1,0.0,noise
bedtime stomach ache,bedtime stomach ache,gi_symptoms,0.60699666,0.4831282,0.123868465,-1,0.0,noise
Sore inside stomach,sore inside stomach,gi_symptoms,0.59300464,0.46924126,0.12376338,-1,0.0,noise
Bowels: constipated,bowels: constipated,gi_symptoms,0.56749517,0.44377047,0.1237247,-1,0.0,noise
Gurgly tummy,gurgly tummy,gi_symptoms,0.54917395,0.42550308,0.123670876,-1,0.0,noise
gallbladder21,gallbladder21,gi_symptoms,0.45576453,0.3321458,0.12361872,-1,0.0,noise
Weird appetite ,weird appetite,gi_symptoms,0.5944353,0.47089154,0.12354374,-1,0.0,noise
burning stomach pain,burning stomach pain,gi_symptoms,0.655894,0.5324073,0.1234867,-1,0.0,noise
airy feeling like i have to poop but not,airy feeling like i have to poop but not,gi_symptoms,0.5541265,0.43139443,0.12273207,-1,0.0,noise
colon,colon,gi_symptoms,0.47708622,0.35449418,0.12259203,-1,0.0,noise
bloating/distention,bloating/distention,gi_symptoms,0.46811372,0.34560448,0.12250924,-1,0.0,noise
Gut discomfort ,gut discomfort,gi_symptoms,0.6416209,0.51920325,0.12241763,-1,0.0,noise
IBS stomach cramps,ibs stomach cramps,gi_symptoms,0.5079412,0.38570338,0.1222378,-1,0.0,noise
hard to pass stool,hard to pass stool,gi_symptoms,0.46778193,0.34584427,0.12193766,-1,0.0,noise
constipation or incomplete emptying,constipation or incomplete emptying,gi_symptoms,0.4768064,0.3549055,0.121900916,-1,0.0,noise
"abdominal pain, pit of stomach","abdominal pain, pit of stomach",gi_symptoms,0.5977226,0.4762529,0.12146968,-1,0.0,noise
Gallstones,gallstones,gi_symptoms,0.535609,0.41423094,0.121378064,-1,0.0,noise
Inability to empty bowel,inability to empty bowel,gi_symptoms,0.5017651,0.38040859,0.12135649,-1,0.0,noise
nausea pm,nausea pm,gi_symptoms,0.6042047,0.4829586,0.1212461,-1,0.0,noise
unusual hunger,unusual hunger,gi_symptoms,0.50794613,0.3867701,0.121176034,-1,0.0,noise
abdomen discomfort ,abdomen discomfort,gi_symptoms,0.631808,0.5106677,0.1211403,-1,0.0,noise
AM Nausea,am nausea,gi_symptoms,0.6750795,0.5541879,0.12089163,-1,0.0,noise
withdrawal nausea,withdrawal nausea,gi_symptoms,0.54322094,0.42262155,0.12059939,-1,0.0,noise
Vomiting from Pain,vomiting from pain,gi_symptoms,0.6226327,0.50205874,0.12057394,-1,0.0,noise
Burning poop,burning poop,gi_symptoms,0.5560496,0.43568087,0.12036872,-1,0.0,noise
Bad Bowel Movement,bad bowel movement,gi_symptoms,0.54307604,0.42279708,0.120278955,-1,0.0,noise
cyclical vomiting syndrome,cyclical vomiting syndrome,gi_symptoms,0.54520386,0.42506385,0.120140016,-1,0.0,noise
Indigestion and depression,indigestion and depression,gi_symptoms,0.50686955,0.38682854,0.12004101,-1,0.0,noise
pancreatic,pancreatic,gi_symptoms,0.49790356,0.37793612,0.11996743,-1,0.0,noise
appetite,appetite,gi_symptoms,0.6300891,0.51031125,0.11977786,-1,0.0,noise
swollen belly,swollen belly,gi_symptoms,0.5065567,0.38688207,0.11967462,-1,0.0,noise
peptic ulcer disease,peptic ulcer disease,gi_symptoms,0.4752847,0.35569155,0.11959314,-1,0.0,noise
nauseousness,nauseousness,gi_symptoms,0.6828493,0.5634564,0.11939287,-1,0.0,noise
Morning diarrhea,morning diarrhea,gi_symptoms,0.6091741,0.48981893,0.11935514,-1,0.0,noise
sulfur burps,sulfur burps,gi_symptoms,0.5055995,0.3862747,0.1193248,-1,0.0,noise
Bad Appetite,bad appetite,gi_symptoms,0.6626334,0.5433415,0.1192919,-1,0.0,noise
nausea/sickness,nausea/sickness,gi_symptoms,0.7250166,0.60575986,0.119256735,-1,0.0,noise
Day time reflux,day time reflux,gi_symptoms,0.5481794,0.42895865,0.11922073,-1,0.0,noise
Swollen Abdomen,swollen abdomen,gi_symptoms,0.5307669,0.41172993,0.11903697,-1,0.0,noise
Stomach ache cramps,stomach ache cramps,gi_symptoms,0.6247448,0.5057359,0.1190089,-1,0.0,noise
nausea/vomitinf,nausea/vomitinf,gi_symptoms,0.65441704,0.5355847,0.11883235,-1,0.0,noise
Irritated Stool,irritated stool,gi_symptoms,0.5238998,0.40512776,0.11877203,-1,0.0,noise
bowel Dysfunction,bowel dysfunction,gi_symptoms,0.5504462,0.43169448,0.118751734,-1,0.0,noise
Gas Pains,gas pains,gi_symptoms,0.63506645,0.5164337,0.118632734,-1,0.0,noise
severe constipation,severe constipation,gi_symptoms,0.5293538,0.4109121,0.1184417,-1,0.0,noise
Abscesses,abscesses,gi_symptoms,0.53693587,0.4186619,0.11827397,-1,0.0,noise
abdominal p,abdominal p,gi_symptoms,0.5256328,0.40738684,0.11824596,-1,0.0,noise
"no appetite, food is not appealing","no appetite, food is not appealing",gi_symptoms,0.45727354,0.33909318,0.118180364,-1,0.0,noise
intestinal swelling,intestinal swelling,gi_symptoms,0.4561398,0.33806935,0.11807045,-1,0.0,noise
churning bubbling,churning bubbling,gi_symptoms,0.4766173,0.35874406,0.11787325,-1,0.0,noise
threw up,threw up,gi_symptoms,0.55026805,0.43252102,0.11774704,-1,0.0,noise
intestine flare/episode,intestine flare/episode,gi_symptoms,0.50530624,0.3878199,0.11748636,-1,0.0,noise
stomach cramps and irritability,stomach cramps and irritability,gi_symptoms,0.6176945,0.50026995,0.11742455,-1,0.0,noise
Constipation/ Hard Stool,constipation/ hard stool,gi_symptoms,0.50792694,0.39050642,0.117420524,-1,0.0,noise
liquid bowels,liquid bowels,gi_symptoms,0.5505736,0.4333316,0.11724198,-1,0.0,noise
oesophageal reflux,oesophageal reflux,gi_symptoms,0.5233841,0.40614316,0.117240936,-1,0.0,noise
eating,eating,gi_symptoms,0.52400196,0.4069414,0.11706054,-1,0.0,noise
bloated/full,bloated/full,gi_symptoms,0.48028612,0.36322784,0.11705828,-1,0.0,noise
Stomach pain after drinking fluids,stomach pain after drinking fluids,gi_symptoms,0.5038098,0.38677418,0.11703563,-1,0.0,noise
Acidic Tummy Ache,acidic tummy ache,gi_symptoms,0.6204498,0.50341666,0.117033124,-1,0.0,noise
Erosive gastropathy,erosive gastropathy,gi_symptoms,0.46202195,0.34504536,0.11697659,-1,0.0,noise
Chonic Nausea,chonic nausea,gi_symptoms,0.59220946,0.47523707,0.11697239,-1,0.0,noise
Gut Cramps,gut cramps,gi_symptoms,0.62795585,0.51104695,0.11690891,-1,0.0,noise
stomach burning nighttime,stomach burning nighttime,gi_symptoms,0.55193007,0.43521035,0.11671972,-1,0.0,noise
bloating or inflammation,bloating or inflammation,gi_symptoms,0.55902827,0.44240606,0.11662221,-1,0.0,noise
Idiopathic Persistant Constipation,idiopathic persistant constipation,gi_symptoms,0.48218852,0.3657297,0.11645883,-1,0.0,noise
Morning bloating and bubbling from swallowed air,morning bloating and bubbling from swallowed air,gi_symptoms,0.53268397,0.41630667,0.116377294,-1,0.0,noise
stomache side pain,stomache side pain,gi_symptoms,0.5984278,0.48236677,0.116061,-1,0.0,noise
Stomach ulcer pain,stomach ulcer pain,gi_symptoms,0.53814816,0.4221117,0.116036475,-1,0.0,noise
Bloating/gas pain ,bloating/gas pain,gi_symptoms,0.6079953,0.49196434,0.11603093,-1,0.0,noise
"Stomach Pain, RLQ","stomach pain, rlq",gi_symptoms,0.5614236,0.44546014,0.11596346,-1,0.0,noise
Stomach Pain/Cramps,stomach pain/cramps,gi_symptoms,0.6867796,0.57082105,0.11595857,-1,0.0,noise
soft questionable stool,soft questionable stool,gi_symptoms,0.49998814,0.3842577,0.115730435,-1,0.0,noise
gnawing stomach pain,gnawing stomach pain,gi_symptoms,0.60894966,0.49322253,0.11572713,-1,0.0,noise
queasy tummy,queasy tummy,gi_symptoms,0.5096464,0.39393926,0.11570716,-1,0.0,noise
burning gut,burning gut,gi_symptoms,0.52728045,0.4117275,0.11555296,-1,0.0,noise
extreme appetite,extreme appetite,gi_symptoms,0.5966419,0.4811198,0.11552209,-1,0.0,noise
lower stomach pain,lower stomach pain,gi_symptoms,0.59867835,0.48321706,0.11546129,-1,0.0,noise
Upper stomach ache,upper stomach ache,gi_symptoms,0.6546869,0.5396137,0.115073204,-1,0.0,noise
Vomited at night,vomited at night,gi_symptoms,0.6255643,0.51070666,0.114857614,-1,0.0,noise
Vomiting blood,vomiting blood,gi_symptoms,0.5248302,0.41018426,0.11464596,-1,0.0,noise
stomach tightness,stomach tightness,gi_symptoms,0.6414336,0.5269234,0.11451018,-1,0.0,noise
Loose bowels,loose bowels,gi_symptoms,0.5165974,0.40221918,0.114378214,-1,0.0,noise
irritable bowels,irritable bowels,gi_symptoms,0.6441692,0.53002334,0.114145875,-1,0.0,noise
Excessive Hunger,excessive hunger,gi_symptoms,0.5459647,0.43189192,0.1140728,-1,0.0,noise
morning diarrhia,morning diarrhia,gi_symptoms,0.5474813,0.4334429,0.11403841,-1,0.0,noise
chronic nausea,chronic nausea,gi_symptoms,0.60919535,0.4952497,0.11394566,-1,0.0,noise
blood in poop,blood in poop,gi_symptoms,0.4748135,0.36091337,0.113900125,-1,0.0,noise
MCAS constipation,mcas constipation,gi_symptoms,0.4548385,0.34107175,0.11376676,-1,0.0,noise
swallowing gulp,swallowing gulp,gi_symptoms,0.48152876,0.3678913,0.11363745,-1,0.0,noise
silent reflux,silent reflux,gi_symptoms,0.5599833,0.44650015,0.11348316,-1,0.0,noise
feel like vomiting,feel like vomiting,gi_symptoms,0.6996036,0.5861519,0.11345172,-1,0.0,noise
urgent stool,urgent stool,gi_symptoms,0.4801752,0.36677864,0.113396555,-1,0.0,noise
bloat,bloat,gi_symptoms,0.46601856,0.35279545,0.113223106,-1,0.0,noise
Stools passed,stools passed,gi_symptoms,0.48839265,0.37525246,0.113140196,-1,0.0,noise
Cyclical Vomiting Sy,cyclical vomiting sy,gi_symptoms,0.5784502,0.46543735,0.11301285,-1,0.0,noise
Feeling nauseas,feeling nauseas,gi_symptoms,0.6904688,0.5774925,0.11297631,-1,0.0,noise
Lower intestinal discomfort,lower intestinal discomfort,gi_symptoms,0.5476557,0.43475407,0.11290163,-1,0.0,noise
diarrhea with urgency,diarrhea with urgency,gi_symptoms,0.53858507,0.42576548,0.11281958,-1,0.0,noise
over appetite,over appetite,gi_symptoms,0.6004871,0.48777664,0.112710476,-1,0.0,noise
Morning nausea,morning nausea,gi_symptoms,0.5988244,0.48611438,0.11271,-1,0.0,noise
stomach pain (upper),stomach pain (upper,gi_symptoms,0.6768732,0.5644002,0.11247301,-1,0.0,noise
smelly gas,smelly gas,gi_symptoms,0.54333556,0.43110693,0.11222863,-1,0.0,noise
active bowel,active bowel,gi_symptoms,0.51436126,0.40217072,0.112190545,-1,0.0,noise
sudden bowel movement,sudden bowel movement,gi_symptoms,0.5608599,0.44869435,0.11216557,-1,0.0,noise
Stabbing pains in stomach,stabbing pains in stomach,gi_symptoms,0.60248023,0.49032092,0.11215931,-1,0.0,noise
Trouble Eating,trouble eating,gi_symptoms,0.48449028,0.37242243,0.11206785,-1,0.0,noise
mucous stool,mucous stool,gi_symptoms,0.5374013,0.4254157,0.111985624,-1,0.0,noise
abdominal distention,abdominal distention,gi_symptoms,0.509956,0.39800572,0.11195028,-1,0.0,noise
pressure pain stomach,pressure pain stomach,gi_symptoms,0.5951402,0.48356548,0.11157474,-1,0.0,noise
poop problems,poop problems,gi_symptoms,0.5524319,0.44096383,0.11146805,-1,0.0,noise
irritable colon syndrome,irritable colon syndrome,gi_symptoms,0.52615535,0.41480917,0.111346185,-1,0.0,noise
Baby: Diarrhea,baby: diarrhea,gi_symptoms,0.5193402,0.40803492,0.1113053,-1,0.0,noise
gut feels swollen,gut feels swollen,gi_symptoms,0.5328825,0.42157936,0.11130315,-1,0.0,noise
bowel retention ,bowel retention,gi_symptoms,0.4705552,0.35944661,0.11110857,-1,0.0,noise
morning stomach cramps,morning stomach cramps,gi_symptoms,0.5810197,0.47024304,0.11077666,-1,0.0,noise
Disabling Nausea,disabling nausea,gi_symptoms,0.559116,0.4486667,0.110449314,-1,0.0,noise
Abdominal Distension,abdominal distension,gi_symptoms,0.5092007,0.39880222,0.11039847,-1,0.0,noise
Bloody diarrhea,bloody diarrhea,gi_symptoms,0.65034246,0.5400021,0.11034036,-1,0.0,noise
bowel ache,bowel ache,gi_symptoms,0.68314826,0.5728167,0.110331535,-1,0.0,noise
Nausea after exertion,nausea after exertion,gi_symptoms,0.5223677,0.41229385,0.110073864,-1,0.0,noise
abdominal discomfort,abdominal discomfort,gi_symptoms,0.63577884,0.5258397,0.10993916,-1,0.0,noise
Gut/Bowel pain,gut/bowel pain,gi_symptoms,0.60778606,0.49794737,0.109838694,-1,0.0,noise
gas (no smell),gas (no smell,gi_symptoms,0.54265994,0.4330417,0.10961825,-1,0.0,noise
Abdominal spasm,abdominal spasm,gi_symptoms,0.5757157,0.46619546,0.10952026,-1,0.0,noise
chronic diareah,chronic diareah,gi_symptoms,0.4635634,0.3540582,0.10950521,-1,0.0,noise
Bowel movement,bowel movement,gi_symptoms,0.5193616,0.4099685,0.10939312,-1,0.0,noise
nauseated,nauseated,gi_symptoms,0.6874397,0.5781082,0.10933149,-1,0.0,noise
Pain lower stomach,pain lower stomach,gi_symptoms,0.5871876,0.47793895,0.10924864,-1,0.0,noise
swollen tummy,swollen tummy,gi_symptoms,0.5703182,0.46158773,0.108730495,-1,0.0,noise
uhhh pooping,uhhh pooping,gi_symptoms,0.52084243,0.41216266,0.10867977,-1,0.0,noise
Rumbling tummy,rumbling tummy,gi_symptoms,0.5629889,0.45440626,0.108582616,-1,0.0,noise
Nauseau,nauseau,gi_symptoms,0.5765579,0.4680508,0.10850707,-1,0.0,noise
bowl cramps & gas,bowl cramps & gas,gi_symptoms,0.5550083,0.44664824,0.10836005,-1,0.0,noise
sudden hunger,sudden hunger,gi_symptoms,0.5730776,0.4647829,0.108294725,-1,0.0,noise
Air hunger,air hunger,gi_symptoms,0.47809386,0.36988288,0.10821098,-1,0.0,noise
Greasy poop,greasy poop,gi_symptoms,0.47444713,0.36633277,0.10811436,-1,0.0,noise
gut ache ,gut ache,gi_symptoms,0.7171575,0.6091757,0.1079818,-1,0.0,noise
lazy bowel,lazy bowel,gi_symptoms,0.57061136,0.46271425,0.1078971,-1,0.0,noise
Vomiting/Dry Heaving,vomiting/dry heaving,gi_symptoms,0.65068316,0.5432056,0.107477546,-1,0.0,noise
Chronic Constipation,chronic constipation,gi_symptoms,0.49530327,0.38821852,0.10708475,-1,0.0,noise
Increased appetite,increased appetite,gi_symptoms,0.5501302,0.44336423,0.106765956,-1,0.0,noise
Malabsorption,malabsorption,gi_symptoms,0.49698964,0.39023596,0.10675368,-1,0.0,noise
Dull stomach pains,dull stomach pains,gi_symptoms,0.6683514,0.561708,0.10664344,-1,0.0,noise
"""Jelly Belly""",jelly belly,gi_symptoms,0.4788133,0.37225235,0.106560946,-1,0.0,noise
trapped gas,trapped gas,gi_symptoms,0.4528659,0.34633216,0.106533736,-1,0.0,noise
deadly gas butt,deadly gas butt,gi_symptoms,0.4794739,0.3729418,0.1065321,-1,0.0,noise
Loss of appetite,loss of appetite,gi_symptoms,0.5184581,0.4119743,0.10648382,-1,0.0,noise
Vesicoureteral reflux,vesicoureteral reflux,gi_symptoms,0.4900998,0.38368934,0.106410444,-1,0.0,noise
ulceration,ulceration,gi_symptoms,0.5667336,0.4606732,0.106060386,-1,0.0,noise
Psychosomatic Vomiting,psychosomatic vomiting,gi_symptoms,0.5752161,0.46932483,0.10589129,-1,0.0,noise
Intestinal inflammation,intestinal inflammation,gi_symptoms,0.4683577,0.3624703,0.10588741,-1,0.0,noise
Bloody bowel movements ,bloody bowel movements,gi_symptoms,0.53799856,0.43222785,0.10577071,-1,0.0,noise
Guts,guts,gi_symptoms,0.497532,0.3919791,0.10555291,-1,0.0,noise
bowels all over the place,bowels all over the place,gi_symptoms,0.5660871,0.4608097,0.10527742,-1,0.0,noise
Cyclic vomiting syndrome,cyclic vomiting syndrome,gi_symptoms,0.54341024,0.43828458,0.105125666,-1,0.0,noise
Small Intestine/Gut Pain,small intestine/gut pain,gi_symptoms,0.49457592,0.3898028,0.104773104,-1,0.0,noise
crampes /diarrhée,crampes /diarrhée,gi_symptoms,0.67184645,0.5672144,0.10463202,-1,0.0,noise
Appetite Changes,appetite changes,gi_symptoms,0.45206946,0.3476466,0.10442287,-1,0.0,noise
GI / Bloating,gi / bloating,gi_symptoms,0.5241735,0.4198329,0.10434061,-1,0.0,noise
sick food stays in stomach feeling,sick food stays in stomach feeling,gi_symptoms,0.54552066,0.4415702,0.10395047,-1,0.0,noise
Spastic Colon,spastic colon,gi_symptoms,0.5699123,0.46627313,0.103639185,-1,0.0,noise
sulphur burp,sulphur burp,gi_symptoms,0.49679053,0.39370042,0.10309011,-1,0.0,noise
