term_original,term_norm,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
glasshouse cafe French toast ,glasshouse cafe french toast,food_breakfast,0.49642912,0.43139118,0.065037936,-1,0.0,noise
marmite on toast,marmite on toast,food_breakfast,0.5238353,0.45881957,0.06501573,-1,0.0,noise
hamd and egg biscuit,hamd and egg biscuit,food_breakfast,0.50207454,0.4370708,0.06500375,-1,0.0,noise
so delicious eggnog,so delicious eggnog,food_breakfast,0.5035329,0.4385684,0.06496447,-1,0.0,noise
oatmeal toast,oatmeal toast,food_breakfast,0.7089385,0.6439959,0.0649426,-1,0.0,noise
breakfast - chicken 90g in broth,breakfast - chicken 90g in broth,food_breakfast,0.46477807,0.3999233,0.06485477,-1,0.0,noise
"KELLOGG'S, EGGO Protein, Waffles, Homestyle","kellogg's, eggo protein, waffles, homestyle",food_breakfast,0.5841014,0.51927006,0.06483132,-1,0.0,noise
pancakes w mascarpone and ,pancakes w mascarpone and,food_breakfast,0.57028925,0.5054921,0.06479716,-1,0.0,noise
hard-boiled egg,hard-boiled egg,food_breakfast,0.4812914,0.41656837,0.064723045,-1,0.0,noise
fruit and yoghurt breakfast,fruit and yoghurt breakfast,food_breakfast,0.63301367,0.56854385,0.064469814,-1,0.0,noise
cadbury eggs,cadbury eggs,food_breakfast,0.49899125,0.4345294,0.06446186,-1,0.0,noise
breakfast crescent ,breakfast crescent,food_breakfast,0.63582635,0.5713823,0.064444065,-1,0.0,noise
cinnamon waffles,cinnamon waffles,food_breakfast,0.5983583,0.5339653,0.064392984,-1,0.0,noise
2x eggs,2x eggs,food_breakfast,0.4799332,0.41578016,0.064153045,-1,0.0,noise
"Bread, rye, toasted","bread, rye, toasted",food_breakfast,0.6296753,0.565621,0.06405431,-1,0.0,noise
fried egg,fried egg,food_breakfast,0.6944675,0.6305071,0.06396037,-1,0.0,noise
multi seed toast,multi seed toast,food_breakfast,0.5198233,0.4560146,0.06380871,-1,0.0,noise
2 lite n easy rye toast,2 lite n easy rye toast,food_breakfast,0.5892488,0.52549905,0.06374973,-1,0.0,noise
waffle House,waffle house,food_breakfast,0.58696175,0.52323496,0.06372678,-1,0.0,noise
Toast 5,toast 5,food_breakfast,0.6098052,0.54624957,0.06355566,-1,0.0,noise
"Egg, whole, cooked, omelet","egg, whole, cooked, omelet",food_breakfast,0.60193205,0.53844696,0.063485086,-1,0.0,noise
Almond butter toast,almond butter toast,food_breakfast,0.57952094,0.5162051,0.06331587,-1,0.0,noise
toasted bread no butter,toasted bread no butter,food_breakfast,0.53491294,0.47165632,0.06325662,-1,0.0,noise
"Fast foods, english muffin, with cheese and sausage","fast foods, english muffin, with cheese and sausage",food_breakfast,0.5360924,0.4728366,0.06325579,-1,0.0,noise
toast with bovril,toast with bovril,food_breakfast,0.48626578,0.42310452,0.063161254,-1,0.0,noise
gf waffle x2,gf waffle x2,food_breakfast,0.49219656,0.4290368,0.063159764,-1,0.0,noise
2 wholemeal toast,2 wholemeal toast,food_breakfast,0.5748358,0.5117022,0.0631336,-1,0.0,noise
3 mini waffles,3 mini waffles,food_breakfast,0.5282731,0.4652285,0.06304461,-1,0.0,noise
whole wheat english muffin,whole wheat english muffin,food_breakfast,0.5549127,0.49188054,0.06303215,-1,0.0,noise
restaurant - breakfast,restaurant - breakfast,food_breakfast,0.71001804,0.647043,0.06297505,-1,0.0,noise
pancakes xylhitol cinnamon,pancakes xylhitol cinnamon,food_breakfast,0.5189385,0.45598176,0.06295672,-1,0.0,noise
coffee and pumpkin bread,coffee and pumpkin bread,food_breakfast,0.5840792,0.5212377,0.062841535,-1,0.0,noise
scramble egg small bowl,scramble egg small bowl,food_breakfast,0.4578872,0.39510316,0.062784046,-1,0.0,noise
toast and strawberry jelly,toast and strawberry jelly,food_breakfast,0.61562204,0.5529219,0.06270015,-1,0.0,noise
egg and biscuit,egg and biscuit,food_breakfast,0.66131383,0.59863436,0.06267947,-1,0.0,noise
paleo waffles,paleo waffles,food_breakfast,0.61496353,0.5524485,0.06251502,-1,0.0,noise
egg plant dip,egg plant dip,food_breakfast,0.46811593,0.40591288,0.06220305,-1,0.0,noise
toast with jam and butter substitute,toast with jam and butter substitute,food_breakfast,0.5240212,0.46182865,0.06219256,-1,0.0,noise
cheesy eggs,cheesy eggs,food_breakfast,0.5306304,0.4684898,0.062140614,-1,0.0,noise
cinnamon toast cereal,cinnamon toast cereal,food_breakfast,0.66828865,0.6064503,0.06183833,-1,0.0,noise
egg and cheese sandwich,egg and cheese sandwich,food_breakfast,0.7070534,0.64524275,0.061810672,-1,0.0,noise
Puffy Pancakes,puffy pancakes,food_breakfast,0.6239385,0.5621306,0.06180793,-1,0.0,noise
plant based toast,plant based toast,food_breakfast,0.548295,0.4864956,0.061799407,-1,0.0,noise
egg-white omelette,egg-white omelette,food_breakfast,0.60670555,0.54493594,0.061769605,-1,0.0,noise
2 mini waffles ,2 mini waffles,food_breakfast,0.51628274,0.45460802,0.061674714,-1,0.0,noise
avocado sourdough toast,avocado sourdough toast,food_breakfast,0.4576388,0.39611244,0.061526358,-1,0.0,noise
"Bread, wheat germ, toasted","bread, wheat germ, toasted",food_breakfast,0.6340148,0.57250744,0.061507344,-1,0.0,noise
breakfast quesadilla,breakfast quesadilla,food_breakfast,0.65504485,0.5936785,0.06136638,-1,0.0,noise
waffles and nutella,waffles and nutella,food_breakfast,0.63478076,0.5734401,0.06134069,-1,0.0,noise
toast with biscoff,toast with biscoff,food_breakfast,0.5441992,0.48287722,0.061322004,-1,0.0,noise
duck pancakes,duck pancakes,food_breakfast,0.6178831,0.556672,0.06121111,-1,0.0,noise
cinnamon sugar toast,cinnamon sugar toast,food_breakfast,0.5801188,0.5189121,0.0612067,-1,0.0,noise
toast and margarine,toast and margarine,food_breakfast,0.61234975,0.55117583,0.061173916,-1,0.0,noise
pancakes with raspberries,pancakes with raspberries,food_breakfast,0.54036367,0.47921002,0.06115365,-1,0.0,noise
toast w/violet jelly,toast w/violet jelly,food_breakfast,0.52632976,0.46518892,0.061140835,-1,0.0,noise
x2 Slices of Toast w/Butter,x2 slices of toast w/butter,food_breakfast,0.5533544,0.49221653,0.061137855,-1,0.0,noise
Mini eggs,mini eggs,food_breakfast,0.4920739,0.430942,0.061131895,-1,0.0,noise
low egg,low egg,food_breakfast,0.5492928,0.48817512,0.06111768,-1,0.0,noise
egg salad sandwhich w/ white bread,egg salad sandwhich w/ white bread,food_breakfast,0.6402947,0.57923275,0.06106192,-1,0.0,noise
cereal raspberries egg,cereal raspberries egg,food_breakfast,0.6235846,0.5626671,0.060917556,-1,0.0,noise
"English muffins, plain, toasted, enriched, with calcium propionate (includes sourdough)","english muffins, plain, toasted, enriched, with calcium propionate (includes sourdough",food_breakfast,0.5173216,0.45641202,0.06090957,-1,0.0,noise
cinnamon vegan waffle,cinnamon vegan waffle,food_breakfast,0.50582767,0.44494808,0.060879588,-1,0.0,noise
toast peanut butter,toast peanut butter,food_breakfast,0.58167243,0.5208184,0.060854018,-1,0.0,noise
bacon egg and cheese bagle,bacon egg and cheese bagle,food_breakfast,0.5958613,0.53509414,0.060767174,-1,0.0,noise
starbucks ham and pepper egg bites,starbucks ham and pepper egg bites,food_breakfast,0.5462064,0.48546904,0.06073737,-1,0.0,noise
sausage egg cheese english muffin,sausage egg cheese english muffin,food_breakfast,0.5527042,0.491968,0.06073621,-1,0.0,noise
starbucks bacon gouda breakfast sandwich,starbucks bacon gouda breakfast sandwich,food_breakfast,0.5789533,0.5182321,0.06072122,-1,0.0,noise
yogurt waffle,yogurt waffle,food_breakfast,0.6297606,0.56904656,0.060714066,-1,0.0,noise
1/2 slice toast,1/2 slice toast,food_breakfast,0.50406957,0.44347206,0.06059751,-1,0.0,noise
slice of marmite on toast ,slice of marmite on toast,food_breakfast,0.498541,0.4379961,0.060544908,-1,0.0,noise
2 GF Pancakes,2 gf pancakes,food_breakfast,0.46471477,0.40418565,0.060529113,-1,0.0,noise
sourdough toast with peanut butter ,sourdough toast with peanut butter,food_breakfast,0.48360908,0.42309207,0.060517013,-1,0.0,noise
gf gingerbread muffin,gf gingerbread muffin,food_breakfast,0.5527582,0.49232537,0.06043285,-1,0.0,noise
egg cheese sandwich,egg cheese sandwich,food_breakfast,0.6937196,0.6332916,0.060428023,-1,0.0,noise
avocado swiss wheat toast,avocado swiss wheat toast,food_breakfast,0.53685343,0.47644225,0.060411185,-1,0.0,noise
Cinnamon raisin toast,cinnamon raisin toast,food_breakfast,0.57721925,0.5168686,0.060350657,-1,0.0,noise
scrambled eggs and wholemeal pitta ,scrambled eggs and wholemeal pitta,food_breakfast,0.53321147,0.4729018,0.06030968,-1,0.0,noise
banana bread french toast,banana bread french toast,food_breakfast,0.600116,0.5399162,0.060199797,-1,0.0,noise
English muffin sandwich,english muffin sandwich,food_breakfast,0.6553155,0.5951177,0.06019783,-1,0.0,noise
toasted bagel ,toasted bagel,food_breakfast,0.63665235,0.5764664,0.06018597,-1,0.0,noise
vans gf blueberry waffle,vans gf blueberry waffle,food_breakfast,0.46878386,0.40860385,0.06018001,-1,0.0,noise
3 medium pancakes,3 medium pancakes,food_breakfast,0.48343462,0.42325622,0.0601784,-1,0.0,noise
1/2 slice of toast ,1/2 slice of toast,food_breakfast,0.5225557,0.46237928,0.060176432,-1,0.0,noise
Wholemeal toast,wholemeal toast,food_breakfast,0.6150488,0.5549807,0.06006813,-1,0.0,noise
english muffin with jelly,english muffin with jelly,food_breakfast,0.56081533,0.5007861,0.06002921,-1,0.0,noise
mc donalds bacon and egg muffin,mc donalds bacon and egg muffin,food_breakfast,0.57142985,0.51140803,0.060021818,-1,0.0,noise
lite n easy rye toast,lite n easy rye toast,food_breakfast,0.5858612,0.5259237,0.059937477,-1,0.0,noise
paleo english muffin,paleo english muffin,food_breakfast,0.5605883,0.5006529,0.05993539,-1,0.0,noise
"Fast foods, breakfast burrito, with egg, cheese, and sausage","fast foods, breakfast burrito, with egg, cheese, and sausage",food_breakfast,0.577637,0.5177237,0.059913337,-1,0.0,noise
egg muffs,egg muffs,food_breakfast,0.5149726,0.45509145,0.05988118,-1,0.0,noise
rosti with egg,rosti with egg,food_breakfast,0.46495527,0.40509862,0.059856653,-1,0.0,noise
"KELLOGG'S, EGGO, French Toaster Sticks, Original","kellogg's, eggo, french toaster sticks, original",food_breakfast,0.48486924,0.42501855,0.059850693,-1,0.0,noise
Apple breakfast bar,apple breakfast bar,food_breakfast,0.59903944,0.5392202,0.05981922,-1,0.0,noise
3 waffles,3 waffles,food_breakfast,0.56073767,0.50093144,0.059806228,-1,0.0,noise
toast with honey,toast with honey,food_breakfast,0.58097315,0.5212461,0.059727073,-1,0.0,noise
mcdonalds large breakfast tray ,mcdonalds large breakfast tray,food_breakfast,0.48222476,0.42252475,0.059700012,-1,0.0,noise
"MORNINGSTAR FARMS Breakfast Sausage Links, frozen, unprepared","morningstar farms breakfast sausage links, frozen, unprepared",food_breakfast,0.47891268,0.41926724,0.059645444,-1,0.0,noise
toasted muffins with jam,toasted muffins with jam,food_breakfast,0.5316222,0.47201556,0.05960661,-1,0.0,noise
sprouted wheat toast with organic peanut butter and no sugar added stawaberry preserves,sprouted wheat toast with organic peanut butter and no sugar added stawaberry preserves,food_breakfast,0.4792473,0.41966248,0.059584826,-1,0.0,noise
2 Ego waffles,2 ego waffles,food_breakfast,0.5100949,0.45051217,0.05958271,-1,0.0,noise
french toast small,french toast small,food_breakfast,0.5320138,0.47271204,0.059301734,-1,0.0,noise
toast with nutella ,toast with nutella,food_breakfast,0.5871867,0.52790505,0.059281647,-1,0.0,noise
1/2 turkey sandwich 1 tsp cheese 1 rasberry filled donut 1 cup tea,1/2 turkey sandwich 1 tsp cheese 1 rasberry filled donut 1 cup tea,food_breakfast,0.56908596,0.50989264,0.059193313,-1,0.0,noise
egg and ham biscuit,egg and ham biscuit,food_breakfast,0.5904572,0.5313103,0.05914688,-1,0.0,noise
1/2 english muffin wih peanut butter,1/2 english muffin wih peanut butter,food_breakfast,0.5228058,0.46368754,0.05911827,-1,0.0,noise
Bannoffie Waffle,bannoffie waffle,food_breakfast,0.5325877,0.4735006,0.059087098,-1,0.0,noise
toast and vegimite,toast and vegimite,food_breakfast,0.5152104,0.4561397,0.059070677,-1,0.0,noise
peanutbutter on toast,peanutbutter on toast,food_breakfast,0.56320596,0.5041534,0.059052587,-1,0.0,noise
belvita breakfast,belvita breakfast,food_breakfast,0.57935554,0.52030647,0.05904907,-1,0.0,noise
Wheat Toast w/Jam,wheat toast w/jam,food_breakfast,0.6239963,0.5649601,0.059036195,-1,0.0,noise
bacon french toast,bacon french toast,food_breakfast,0.57540274,0.5163691,0.059033632,-1,0.0,noise
2 waffles,2 waffles,food_breakfast,0.56762886,0.50862455,0.059004307,-1,0.0,noise
cinnamon toast,cinnamon toast,food_breakfast,0.6291143,0.57013553,0.058978736,-1,0.0,noise
bacon egg cheese bagel,bacon egg cheese bagel,food_breakfast,0.61173517,0.55279183,0.05894333,-1,0.0,noise
toast w/currant jam,toast w/currant jam,food_breakfast,0.5479574,0.4890679,0.05888951,-1,0.0,noise
Toast with jam and butter,toast with jam and butter,food_breakfast,0.5736941,0.5148327,0.058861434,-1,0.0,noise
sonic breakfast burrito,sonic breakfast burrito,food_breakfast,0.6344656,0.57560813,0.05885744,-1,0.0,noise
Bread for lunch,bread for lunch,food_breakfast,0.67155886,0.61278224,0.058776617,-1,0.0,noise
peanutbutter toast,peanutbutter toast,food_breakfast,0.6235447,0.5648693,0.05867541,-1,0.0,noise
kinder egg,kinder egg,food_breakfast,0.48982966,0.4311927,0.058636963,-1,0.0,noise
toast x 2,toast x 2,food_breakfast,0.5598625,0.5013338,0.05852872,-1,0.0,noise
gf toast with peanut butter,gf toast with peanut butter,food_breakfast,0.5404022,0.48188567,0.058516502,-1,0.0,noise
mini egg casserole,mini egg casserole,food_breakfast,0.53721106,0.4787145,0.058496565,-1,0.0,noise
gf english muffin,gf english muffin,food_breakfast,0.49264073,0.43414658,0.05849415,-1,0.0,noise
bananna on toast,bananna on toast,food_breakfast,0.5655478,0.5070866,0.05846125,-1,0.0,noise
2 mini pancakes,2 mini pancakes,food_breakfast,0.49556655,0.4372691,0.058297455,-1,0.0,noise
toast with peanut butter and bananas,toast with peanut butter and bananas,food_breakfast,0.62573326,0.5674478,0.058285475,-1,0.0,noise
toast with peanut butter and jam,toast with peanut butter and jam,food_breakfast,0.5728345,0.5146402,0.05819428,-1,0.0,noise
mini pancakes,mini pancakes,food_breakfast,0.57649815,0.518321,0.058177173,-1,0.0,noise
1/2 slice of toast and marmite ,1/2 slice of toast and marmite,food_breakfast,0.5274584,0.46940002,0.05805841,-1,0.0,noise
Single breakfast bar,single breakfast bar,food_breakfast,0.5703205,0.5122716,0.058048904,-1,0.0,noise
donut sandwich,donut sandwich,food_breakfast,0.6667513,0.6087111,0.0580402,-1,0.0,noise
3 pancakes,3 pancakes,food_breakfast,0.55155605,0.49357712,0.057978928,-1,0.0,noise
granary toast,granary toast,food_breakfast,0.65155935,0.5935997,0.057959676,-1,0.0,noise
salami egg sandwich ,salami egg sandwich,food_breakfast,0.6096418,0.5516927,0.057949066,-1,0.0,noise
1/2 bacon egg cheese muffin,1/2 bacon egg cheese muffin,food_breakfast,0.48045126,0.42251486,0.0579364,-1,0.0,noise
"English muffins, wheat","english muffins, wheat",food_breakfast,0.5861684,0.52824056,0.057927847,-1,0.0,noise
eggs bacon berries ,eggs bacon berries,food_breakfast,0.55196524,0.49407494,0.057890296,-1,0.0,noise
"Bread, reduced-calorie, oat bran, toasted","bread, reduced-calorie, oat bran, toasted",food_breakfast,0.5984781,0.5406196,0.057858467,-1,0.0,noise
Toffee muffin,toffee muffin,food_breakfast,0.5914047,0.5336725,0.057732165,-1,0.0,noise
croisant french toast,croisant french toast,food_breakfast,0.48483783,0.42727143,0.057566404,-1,0.0,noise
avocado and toast,avocado and toast,food_breakfast,0.5356096,0.4780521,0.057557493,-1,0.0,noise
breakfast bars,breakfast bars,food_breakfast,0.65741944,0.599892,0.057527423,-1,0.0,noise
chicken and waffle,chicken and waffle,food_breakfast,0.67983484,0.62232697,0.057507873,-1,0.0,noise
eggroll in a bowl,eggroll in a bowl,food_breakfast,0.4565243,0.3990226,0.057501704,-1,0.0,noise
breakfast burrito - low fodmap,breakfast burrito - low fodmap,food_breakfast,0.5794486,0.5219554,0.05749321,-1,0.0,noise
toast and marmite,toast and marmite,food_breakfast,0.58081436,0.52336305,0.057451308,-1,0.0,noise
EGGS   cookies,eggs cookies,food_breakfast,0.57623744,0.51881737,0.057420075,-1,0.0,noise
egg and bacon cobs,egg and bacon cobs,food_breakfast,0.54258966,0.48526323,0.057326436,-1,0.0,noise
egg flower soup,egg flower soup,food_breakfast,0.5515492,0.49423465,0.057314545,-1,0.0,noise
1/2 piece of gf toast,1/2 piece of gf toast,food_breakfast,0.49334073,0.4360619,0.05727884,-1,0.0,noise
melba toast with butter,melba toast with butter,food_breakfast,0.54234684,0.48517948,0.05716735,-1,0.0,noise
fried egga,fried egga,food_breakfast,0.6448828,0.5877615,0.057121277,-1,0.0,noise
oat breakfast biscuit ,oat breakfast biscuit,food_breakfast,0.7130563,0.6559769,0.057079434,-1,0.0,noise
english breakfast tea,english breakfast tea,food_breakfast,0.6107449,0.55367374,0.05707115,-1,0.0,noise
GF toast with p.butter,gf toast with p.butter,food_breakfast,0.4924235,0.43542564,0.056997865,-1,0.0,noise
Sourdough toast,sourdough toast,food_breakfast,0.5406091,0.48364776,0.056961358,-1,0.0,noise
cinnamon waffle,cinnamon waffle,food_breakfast,0.62210065,0.56518173,0.05691892,-1,0.0,noise
egg and bacon biscuit,egg and bacon biscuit,food_breakfast,0.6287552,0.57184887,0.056906343,-1,0.0,noise
choclate muffin,choclate muffin,food_breakfast,0.538016,0.48114592,0.056870103,-1,0.0,noise
apple pancakes,apple pancakes,food_breakfast,0.6092111,0.55234337,0.05686772,-1,0.0,noise
french toast and potatoes,french toast and potatoes,food_breakfast,0.5930626,0.536226,0.056836605,-1,0.0,noise
plain toast,plain toast,food_breakfast,0.65177035,0.59497035,0.056800008,-1,0.0,noise
beans on toast,beans on toast,food_breakfast,0.58179814,0.52501273,0.056785405,-1,0.0,noise
"English muffins, whole-wheat","english muffins, whole-wheat",food_breakfast,0.56275165,0.50599456,0.056757092,-1,0.0,noise
toast&peanut butter 1,toast&peanut butter 1,food_breakfast,0.6296021,0.57286453,0.056737542,-1,0.0,noise
huckleberry muffin,huckleberry muffin,food_breakfast,0.57507694,0.51836634,0.0567106,-1,0.0,noise
egg bake,egg bake,food_breakfast,0.5830984,0.52639604,0.056702375,-1,0.0,noise
DD croissant w bacon and egg,dd croissant w bacon and egg,food_breakfast,0.5135163,0.456823,0.056693316,-1,0.0,noise
chicken and egg white sandwich,chicken and egg white sandwich,food_breakfast,0.6492984,0.59262013,0.056678295,-1,0.0,noise
"Bread, egg","bread, egg",food_breakfast,0.73562336,0.6789478,0.056675553,-1,0.0,noise
toast hawaii,toast hawaii,food_breakfast,0.4996451,0.4430118,0.056633323,-1,0.0,noise
baked egg,baked egg,food_breakfast,0.66308427,0.60647964,0.056604624,-1,0.0,noise
chocolate chip waffle ,chocolate chip waffle,food_breakfast,0.6186416,0.56212866,0.05651295,-1,0.0,noise
ice cream and waffle,ice cream and waffle,food_breakfast,0.6505779,0.5941748,0.0564031,-1,0.0,noise
1 slice of toast + marmite,1 slice of toast + marmite,food_breakfast,0.52649814,0.47011578,0.056382358,-1,0.0,noise
strawberry toaster strudel,strawberry toaster strudel,food_breakfast,0.53104854,0.4746824,0.056366146,-1,0.0,noise
Cinnamon sugar on toast,cinnamon sugar on toast,food_breakfast,0.45075792,0.3944741,0.05628383,-1,0.0,noise
eggs and bacon,eggs and bacon,food_breakfast,0.6352426,0.5790796,0.056162953,-1,0.0,noise
wholemeal english muffin,wholemeal english muffin,food_breakfast,0.55740154,0.5013195,0.05608201,-1,0.0,noise
spinach oatmeal pancakes,spinach oatmeal pancakes,food_breakfast,0.55743337,0.5013566,0.056076765,-1,0.0,noise
hard boiled egg,hard boiled egg,food_breakfast,0.45575637,0.3996854,0.056070954,-1,0.0,noise
chic fil a breakfast sandwich,chic fil a breakfast sandwich,food_breakfast,0.62900734,0.57299656,0.056010783,-1,0.0,noise
keto breakfast pizza,keto breakfast pizza,food_breakfast,0.5601721,0.50427425,0.055897832,-1,0.0,noise
blueberry breakfast cake,blueberry breakfast cake,food_breakfast,0.56749344,0.5116151,0.05587834,-1,0.0,noise
Homemade Muffin,homemade muffin,food_breakfast,0.51296026,0.4571064,0.055853844,-1,0.0,noise
mini pancakes w butter/jam,mini pancakes w butter/jam,food_breakfast,0.53183764,0.47603065,0.055806994,-1,0.0,noise
"Waffles, gluten-free, frozen, ready-to-heat","waffles, gluten-free, frozen, ready-to-heat",food_breakfast,0.5574685,0.5016899,0.055778563,-1,0.0,noise
bacon egg tomato sandwich,bacon egg tomato sandwich,food_breakfast,0.60257006,0.5468434,0.055726647,-1,0.0,noise
pancakes w mascarpone,pancakes w mascarpone,food_breakfast,0.5756854,0.5199815,0.05570388,-1,0.0,noise
pyttipanna with fried eggs,pyttipanna with fried eggs,food_breakfast,0.4979537,0.4423922,0.055561513,-1,0.0,noise
1/2 a breakfast bar ,1/2 a breakfast bar,food_breakfast,0.51170033,0.4561423,0.055558026,-1,0.0,noise
waffle scratch,waffle scratch,food_breakfast,0.56232214,0.5067673,0.055554867,-1,0.0,noise
quinoa breakfast,quinoa breakfast,food_breakfast,0.60261464,0.5470889,0.05552572,-1,0.0,noise
egg biscuit,egg biscuit,food_breakfast,0.6612199,0.60574037,0.055479527,-1,0.0,noise
Eggo cinnomin waffles,eggo cinnomin waffles,food_breakfast,0.59959584,0.5441201,0.05547577,-1,0.0,noise
potato waffle,potato waffle,food_breakfast,0.6135647,0.55813587,0.055428863,-1,0.0,noise
paleo apple cinnamon muffins ,paleo apple cinnamon muffins,food_breakfast,0.48577583,0.43039584,0.055379987,-1,0.0,noise
carnation breakfast mix,carnation breakfast mix,food_breakfast,0.56033087,0.5050741,0.055256784,-1,0.0,noise
chocolate chip waffles,chocolate chip waffles,food_breakfast,0.59301734,0.5377775,0.055239856,-1,0.0,noise
gf choclate muffin,gf choclate muffin,food_breakfast,0.47868985,0.42348927,0.055200577,-1,0.0,noise
Bacon egg ,bacon egg,food_breakfast,0.6244624,0.56928205,0.05518037,-1,0.0,noise
dry toast,dry toast,food_breakfast,0.5622066,0.50705135,0.055155277,-1,0.0,noise
coconut flour pancakes,coconut flour pancakes,food_breakfast,0.5179159,0.46281224,0.05510366,-1,0.0,noise
egg bowl,egg bowl,food_breakfast,0.60784805,0.5528334,0.05501467,-1,0.0,noise
toast with jelly,toast with jelly,food_breakfast,0.563977,0.50899196,0.054985046,-1,0.0,noise
"KELLOGG'S, POP-TARTS, Frosted Blueberry Muffin Toaster Pastries","kellogg's, pop-tarts, frosted blueberry muffin toaster pastries",food_breakfast,0.49822217,0.44337714,0.054845035,-1,0.0,noise
2 toast,2 toast,food_breakfast,0.6011455,0.5463226,0.05482292,-1,0.0,noise
"Bread, wheat, toasted","bread, wheat, toasted",food_breakfast,0.67400026,0.61925435,0.054745913,-1,0.0,noise
pumpkin waffle,pumpkin waffle,food_breakfast,0.6251093,0.570374,0.054735303,-1,0.0,noise
bacon egg biscuit,bacon egg biscuit,food_breakfast,0.60177064,0.54705304,0.0547176,-1,0.0,noise
Buttered Toast,buttered toast,food_breakfast,0.62922674,0.5745324,0.054694355,-1,0.0,noise
breakfast taco,breakfast taco,food_breakfast,0.66624814,0.611555,0.054693162,-1,0.0,noise
breakfast bone broth soup,breakfast bone broth soup,food_breakfast,0.5599017,0.50521463,0.054687083,-1,0.0,noise
Chicken Sausage breakfast sandwich,chicken sausage breakfast sandwich,food_breakfast,0.6229584,0.5682939,0.054664493,-1,0.0,noise
toaster waful,toaster waful,food_breakfast,0.51919115,0.46454686,0.054644287,-1,0.0,noise
butternut squash soup with bread,butternut squash soup with bread,food_breakfast,0.49236798,0.4377245,0.054643482,-1,0.0,noise
half piece french toast,half piece french toast,food_breakfast,0.5682822,0.51365227,0.054629922,-1,0.0,noise
crumbed eggplant ,crumbed eggplant,food_breakfast,0.52622014,0.47170955,0.054510593,-1,0.0,noise
eggroll,eggroll,food_breakfast,0.57813615,0.5236523,0.05448383,-1,0.0,noise
pancakes,pancakes,food_breakfast,0.69488716,0.6404151,0.05447209,-1,0.0,noise
sprout toast ,sprout toast,food_breakfast,0.55344474,0.4991585,0.05428624,-1,0.0,noise
GF toast,gf toast,food_breakfast,0.51953584,0.46532345,0.05421239,-1,0.0,noise
1 slice if toast ,1 slice if toast,food_breakfast,0.48870867,0.43450212,0.05420655,-1,0.0,noise
corn meal waffles,corn meal waffles,food_breakfast,0.5532851,0.49910003,0.054185092,-1,0.0,noise
sausage egg McMuffin,sausage egg mcmuffin,food_breakfast,0.591026,0.53684336,0.05418265,-1,0.0,noise
paleo toast,paleo toast,food_breakfast,0.6394111,0.5852418,0.054169297,-1,0.0,noise
toast with soft cheese and marmite ,toast with soft cheese and marmite,food_breakfast,0.5468825,0.4929,0.053982496,-1,0.0,noise
marmite toast,marmite toast,food_breakfast,0.583922,0.52994335,0.05397868,-1,0.0,noise
sweet potato french toast,sweet potato french toast,food_breakfast,0.5672438,0.51327163,0.053972185,-1,0.0,noise
fried egg with avacado,fried egg with avacado,food_breakfast,0.5113294,0.4573704,0.053959012,-1,0.0,noise
easy egg,easy egg,food_breakfast,0.5253625,0.47143942,0.05392307,-1,0.0,noise
diner breakfast,diner breakfast,food_breakfast,0.6850362,0.6311619,0.053874254,-1,0.0,noise
toast with pate,toast with pate,food_breakfast,0.5287907,0.47492343,0.05386728,-1,0.0,noise
belgium waffle with chocolate chip,belgium waffle with chocolate chip,food_breakfast,0.54192835,0.48836535,0.053563,-1,0.0,noise
banana pancakes,banana pancakes,food_breakfast,0.62488735,0.5713302,0.053557158,-1,0.0,noise
"Scrambled eggs w/ onions, ",scrambled eggs w/ onions,food_breakfast,0.58607423,0.5325273,0.053546906,-1,0.0,noise
cinnamon pancakes ,cinnamon pancakes,food_breakfast,0.58169925,0.5282439,0.053455353,-1,0.0,noise
egg casserole,egg casserole,food_breakfast,0.63042414,0.57696927,0.053454876,-1,0.0,noise
schar toast and butter,schar toast and butter,food_breakfast,0.5293361,0.4759223,0.05341381,-1,0.0,noise
waffle,waffle,food_breakfast,0.6749179,0.62155974,0.053358138,-1,0.0,noise
almond pudding muffins,almond pudding muffins,food_breakfast,0.555787,0.5026649,0.053122103,-1,0.0,noise
french toast x1 1/2 slices,french toast x1 1/2 slices,food_breakfast,0.5002671,0.447274,0.05299309,-1,0.0,noise
1/2 breakfast bar ,1/2 breakfast bar,food_breakfast,0.51450795,0.46156365,0.052944303,-1,0.0,noise
x3 Fried Eggs,x3 fried eggs,food_breakfast,0.50969744,0.45677674,0.0529207,-1,0.0,noise
choco pancakes,choco pancakes,food_breakfast,0.62554014,0.5727733,0.05276686,-1,0.0,noise
toast with butter n jam,toast with butter n jam,food_breakfast,0.56598514,0.51325196,0.052733183,-1,0.0,noise
sausage and egg muffin,sausage and egg muffin,food_breakfast,0.6210374,0.56832176,0.05271566,-1,0.0,noise
waffle cone,waffle cone,food_breakfast,0.583235,0.53071105,0.05252397,-1,0.0,noise
van’s waffle,van’s waffle,food_breakfast,0.48350385,0.4309835,0.052520335,-1,0.0,noise
oatmeal icing cookie sandwich,oatmeal icing cookie sandwich,food_breakfast,0.5392884,0.48678288,0.052505523,-1,0.0,noise
tuna on english muffins ,tuna on english muffins,food_breakfast,0.49548307,0.44309118,0.052391887,-1,0.0,noise
