term_original,best_domain
Stomach Cramps / GI Issues,gi_pain_bloat_cramp
abdomen neuropathy,gi_pain_bloat_cramp
butterfly feeling in stomach,gi_pain_bloat_cramp
"digestive pain (bloating, cramping)",gi_pain_bloat_cramp
"Lower abdominal pain, general",gi_pain_bloat_cramp
stomach gurgling/cramping,gi_pain_bloat_cramp
LUQ Abdominal Pain,gi_pain_bloat_cramp
stomach ache between ribs middle upper,gi_pain_bloat_cramp
abdominal pain after eating,gi_pain_bloat_cramp
LR abdomen pain,gi_pain_bloat_cramp
Lower middle abdominal pain,gi_pain_bloat_cramp
Fluid in abdomen,gi_pain_bloat_cramp
Upper abdomenal pain,gi_pain_bloat_cramp
pain on the right side of my Abdomen,gi_pain_bloat_cramp
Stomach Pain,gi_pain_bloat_cramp
gas and bloating,gi_pain_bloat_cramp
Bloating,gi_pain_bloat_cramp
IBS stomach cramps,gi_pain_bloat_cramp
Bowel cramps,gi_pain_bloat_cramp
"Stomach Pain, RLQ",gi_pain_bloat_cramp
stomach swelling,gi_pain_bloat_cramp
episodic stomach pain,gi_pain_bloat_cramp
Gastrointestinal: stomach ache; abdominal cramps,gi_pain_bloat_cramp
upper tummy pain,gi_pain_bloat_cramp
left abdomen short cramping,gi_pain_bloat_cramp
Gastric Issues,gi_pain_bloat_cramp
RUQ Abd Pain,gi_pain_bloat_cramp
Abdominal Pain (Mid),gi_pain_bloat_cramp
upper middle abdominal pain,gi_pain_bloat_cramp
nausea stomach ache,gi_pain_bloat_cramp
that fucking stomach pain that starts at like 2 am and doesn't leave for a few hours (happens most nights) ,gi_pain_bloat_cramp
abdominal cramp,gi_pain_bloat_cramp
Lower right abdomen pressure,gi_pain_bloat_cramp
firey stomach pain,gi_pain_bloat_cramp
Gas? Pain,gi_pain_bloat_cramp
Abdominal tenderness,gi_pain_bloat_cramp
upper abdominal pain,gi_pain_bloat_cramp
Abdominal pain (LL),gi_pain_bloat_cramp
gut feels swollen,gi_pain_bloat_cramp
Upper abdominal gas pains,gi_pain_bloat_cramp
left side abdominal pain,gi_pain_bloat_cramp
Abdominal Pinching,gi_pain_bloat_cramp
dehydrated pains,gi_pain_bloat_cramp
Abdominal pain,gi_pain_bloat_cramp
stomach contractions,gi_pain_bloat_cramp
ache upper belly,gi_pain_bloat_cramp
Food stuck above abdomen,gi_pain_bloat_cramp
pain in left lower abdomen,gi_pain_bloat_cramp
Abdominal pain (LR),gi_pain_bloat_cramp
poop cramps,gi_pain_bloat_cramp
Abdominal pain - stabbing,gi_pain_bloat_cramp
Left Lower abdominal pain (PDS),gi_pain_bloat_cramp
center upper stomach pain,gi_pain_bloat_cramp
Deep Cramps,gi_pain_bloat_cramp
pain in lower right side of abdomen,gi_pain_bloat_cramp
Bloated stomach,gi_pain_bloat_cramp
pain above navel,gi_pain_bloat_cramp
stomach ache: milk,gi_pain_bloat_cramp
Upper right abdominal pain,gi_pain_bloat_cramp
upper abdominal pain - right side ,gi_pain_bloat_cramp
Gas Pains,gi_pain_bloat_cramp
General abdominal pain (PDS),gi_pain_bloat_cramp
pain in right abdomen/side,gi_pain_bloat_cramp
left side stomach pain,gi_pain_bloat_cramp
cramps in abdomen and intestines,gi_pain_bloat_cramp
Stomach pain (below bellybutton),gi_pain_bloat_cramp
Swollen Abdomen,gi_pain_bloat_cramp
tummy pain,gi_pain_bloat_cramp
Right Lower abdominal pain (PDS),gi_pain_bloat_cramp
Stomach Pain - After Eating,gi_pain_bloat_cramp
excessive stomach noises,gi_pain_bloat_cramp
chronic abdominal pain,gi_pain_bloat_cramp
Pain in right side of abdomen ,gi_pain_bloat_cramp
grumbling stomach,gi_pain_bloat_cramp
"abdominal pain, pit of stomach",gi_pain_bloat_cramp
abdominal aorta throbbing,gi_pain_bloat_cramp
Abdo muscle pain,gi_pain_bloat_cramp
bloated & gasy ,gi_pain_bloat_cramp
Gastrointestinal: bloating; intestinal gas,gi_pain_bloat_cramp
Central abdominal pain,gi_pain_bloat_cramp
gas/bloating,gi_pain_bloat_cramp
lower abdominal pain right ,gi_pain_bloat_cramp
Stomach cramps,gi_pain_bloat_cramp
stomach pian lower left quadrant,gi_pain_bloat_cramp
post-operative belly pain,gi_pain_bloat_cramp
Stomach Pain - Morning,gi_pain_bloat_cramp
tender abdomen,gi_pain_bloat_cramp
Abdomenal Pain,gi_pain_bloat_cramp
painful bloating ,gi_pain_bloat_cramp
left abdomen pain,gi_pain_bloat_cramp
middle right abdominal pain,gi_pain_bloat_cramp
Gastric Pain,gi_pain_bloat_cramp
Abdominal Ache,gi_pain_bloat_cramp
pain left belly,gi_pain_bloat_cramp
stomach pains,gi_pain_bloat_cramp
slight bloating,gi_pain_bloat_cramp
feeling bloated,gi_pain_bloat_cramp
Stomach ache in mornings,gi_pain_bloat_cramp
Pain in left upper abdomen,gi_pain_bloat_cramp
lower left side abdominal pain ,gi_pain_bloat_cramp
bloatedness,gi_pain_bloat_cramp
pain lower right abdomen,gi_pain_bloat_cramp
abdominal pain all over,gi_pain_bloat_cramp
Stomach ache,gi_pain_bloat_cramp
abdominal burning,gi_pain_bloat_cramp
"Upset Stomach (crampy, rumbly)",gi_pain_bloat_cramp
upper center abdominal pain,gi_pain_bloat_cramp
upper middle abdomen pain ,gi_pain_bloat_cramp
severe abdominal pain,gi_pain_bloat_cramp
Sharp Lower Left Abdominal Pain,gi_pain_bloat_cramp
stomach bug,gi_pain_bloat_cramp
abdominal swelling,gi_pain_bloat_cramp
Stomach pain (other),gi_pain_bloat_cramp
Lower Abdominal Cram,gi_pain_bloat_cramp
Stomach burning mid day,gi_pain_bloat_cramp
Intestinal pain,gi_pain_bloat_cramp
bloat,gi_pain_bloat_cramp
Sore inside stomach,gi_pain_bloat_cramp
sharp left abdominal pain,gi_pain_bloat_cramp
intestinal cramping/pain,gi_pain_bloat_cramp
stomach pain (hunger),gi_pain_bloat_cramp
abdominal pain  (lower left) ,gi_pain_bloat_cramp
stomach noises,gi_pain_bloat_cramp
abdominal pain when straining ,gi_pain_bloat_cramp
upper left abdomen pain,gi_pain_bloat_cramp
lower abdominal bloat,gi_pain_bloat_cramp
Douleurs abdominales,gi_pain_bloat_cramp
Middle abdomen ache/pain (bellybutton and below),gi_pain_bloat_cramp
bloated,gi_pain_bloat_cramp
IBS pain,gi_pain_bloat_cramp
abdominal discomfort,gi_pain_bloat_cramp
Lower abdominal pain,gi_pain_bloat_cramp
stomach bleeding ,gi_pain_bloat_cramp
abdominal muscle pain,gi_pain_bloat_cramp
Stomachache (non gluten),gi_pain_bloat_cramp
upper stomach pain,gi_pain_bloat_cramp
Gut pain,gi_pain_bloat_cramp
Abdominal Pain (Left Side),gi_pain_bloat_cramp
Abdominal Pain (Right Side),gi_pain_bloat_cramp
Tummy Hurts,gi_pain_bloat_cramp
right side stomach pain,gi_pain_bloat_cramp
stomach bloating,gi_pain_bloat_cramp
stomach pain (upper),gi_pain_bloat_cramp
distended abdomen,gi_pain_bloat_cramp
Abdominal pain: mild-moderate,gi_pain_bloat_cramp
Abdominal pain: moderate - severe,gi_pain_bloat_cramp
sharp pain in abdomen,gi_pain_bloat_cramp
muscle cramp abdominal,gi_pain_bloat_cramp
upper right abdomen pain,gi_pain_bloat_cramp
Bloating and Bubbling,gi_pain_bloat_cramp
gas pain,gi_pain_bloat_cramp
morning stomach cramps,gi_pain_bloat_cramp
stomach pain quelled by baking soda,gi_pain_bloat_cramp
Stomach tenderness,gi_pain_bloat_cramp
intestine pain,gi_pain_bloat_cramp
stabbing pain in stomach,gi_pain_bloat_cramp
Distended stomach,gi_pain_bloat_cramp
gassy and gas pain,gi_pain_bloat_cramp
low abdomen pain,gi_pain_bloat_cramp
Abdominal ,gi_pain_bloat_cramp
bloating stomach,gi_pain_bloat_cramp
pain before farting,gi_pain_bloat_cramp
gallstone pain,gi_pain_bloat_cramp
tender stomach,gi_pain_bloat_cramp
Stomache ache,gi_pain_bloat_cramp
twinge/pain in left intestine,gi_pain_bloat_cramp
Gas cramps,gi_pain_bloat_cramp
Low abdominal pain left side,gi_pain_bloat_cramp
bloating gas,gi_pain_bloat_cramp
hiccups w/abd pain ,gi_pain_bloat_cramp
Stomach Bloated,gi_pain_bloat_cramp
abdominal muscle tightness,gi_pain_bloat_cramp
Stomach hardness ,gi_pain_bloat_cramp
gassy pain in stomach,gi_pain_bloat_cramp
gnawing belly with pain,gi_pain_bloat_cramp
pain in lower abdomen ,gi_pain_bloat_cramp
stomach gas,gi_pain_bloat_cramp
belly button pain,gi_pain_bloat_cramp
extreme bloating/intestines on fire,gi_pain_bloat_cramp
Gut Cramps,gi_pain_bloat_cramp
abdominal cramps,gi_pain_bloat_cramp
intestinal spasms,gi_pain_bloat_cramp
sharp RUQ abdominal pain,gi_pain_bloat_cramp
Overall Abdominal Pain,gi_pain_bloat_cramp
Intestinal cramping,gi_pain_bloat_cramp
Abdo Pain/Cramping,gi_pain_bloat_cramp
pain/pressure left abdomen,gi_pain_bloat_cramp
left abdominn pain,gi_pain_bloat_cramp
Lower Abdominal Bloating,gi_pain_bloat_cramp
severe bloated and painful stomach,gi_pain_bloat_cramp
Waist pain (random) ,gi_pain_bloat_cramp
Gut cramping,gi_pain_bloat_cramp
stomach rumbling,gi_pain_bloat_cramp
lower left abdominal pain,gi_pain_bloat_cramp
terrible cramps,gi_pain_bloat_cramp
Belly discomfort,gi_pain_bloat_cramp
tummy issues ,gi_pain_bloat_cramp
"sharp, stabbing abdo pains",gi_pain_bloat_cramp
lower gut bloat,gi_pain_bloat_cramp
burning stomach pain,gi_pain_bloat_cramp
stomach muscle pain,gi_pain_bloat_cramp
stomach ache / wind,gi_pain_bloat_cramp
Bloated Abdomen,gi_pain_bloat_cramp
Bloating (gas),gi_pain_bloat_cramp
Stomach Pain/GERD,gi_pain_bloat_cramp
Tummy ache,gi_pain_bloat_cramp
upper left abdominal pain,gi_pain_bloat_cramp
bloating & gas,gi_pain_bloat_cramp
half paralysed stomach,gi_pain_bloat_cramp
Trapped abdominal gas pains,gi_pain_bloat_cramp
right lower abdomenal pain,gi_pain_bloat_cramp
sharp pain in abdomin,gi_pain_bloat_cramp
Excessive Gas Passing,gi_pain_bloat_cramp
Sharp abdominal pain,gi_pain_bloat_cramp
abdomnal pain,gi_pain_bloat_cramp
knawing stomach pain,gi_pain_bloat_cramp
random stabbing pains lower ab,gi_pain_bloat_cramp
left side gut pain,gi_pain_bloat_cramp
Abdominal bloating,gi_pain_bloat_cramp
Pain after eating,gi_pain_bloat_cramp
abdominal pain at belly,gi_pain_bloat_cramp
stomach pain LUQ,gi_pain_bloat_cramp
Distended belly,gi_pain_bloat_cramp
right upper abdominal pain,gi_pain_bloat_cramp
Gluten stomach ache,gi_pain_bloat_cramp
left stomach pain,gi_pain_bloat_cramp
pressure pain stomach,gi_pain_bloat_cramp
abdo pain,gi_pain_bloat_cramp
Extreme Bloating,gi_pain_bloat_cramp
left side abdomen scratchy sensation ,gi_pain_bloat_cramp
Abdomanal discomfort,gi_pain_bloat_cramp
Intestinal pains,gi_pain_bloat_cramp
stomach tightness,gi_pain_bloat_cramp
torso feels bloated and ,gi_pain_bloat_cramp
stabbing gut pain,gi_pain_bloat_cramp
stomach burning nighttime,gi_pain_bloat_cramp
stomach feels hard,gi_pain_bloat_cramp
other abdominal pain,gi_pain_bloat_cramp
stomach ache everytime I eat ,gi_pain_bloat_cramp
Pain in left abdomen,gi_pain_bloat_cramp
Pain in right abdomen,gi_pain_bloat_cramp
pain in stomach,gi_pain_bloat_cramp
specific pain in lower stomach,gi_pain_bloat_cramp
Abdominal pain - general ache,gi_pain_bloat_cramp
stomach pain stabs,gi_pain_bloat_cramp
back pain stomach cramps,gi_pain_bloat_cramp
Stomach spasms,gi_pain_bloat_cramp
travelling pain from throat to stomach,gi_pain_bloat_cramp
Small Intestine/Gut Pain,gi_pain_bloat_cramp
abdominal pains ,gi_pain_bloat_cramp
pain on left side of stomach,gi_pain_bloat_cramp
Aching abdominal pain,gi_pain_bloat_cramp
Rib cramps,gi_pain_bloat_cramp
Stomach Pain and Diarrhoea ,gi_pain_bloat_cramp
abdo cramps,gi_pain_bloat_cramp
dumb stomach ache,gi_pain_bloat_cramp
stabbing pain above belly button,gi_pain_bloat_cramp
stomache pain,gi_pain_bloat_cramp
pressure abdominal pain,gi_pain_bloat_cramp
Stomach pain after eating ,gi_pain_bloat_cramp
gnawing sensation in the stomach,gi_pain_bloat_cramp
left side stomach pain (stabbing),gi_pain_bloat_cramp
Upper stomach ache,gi_pain_bloat_cramp
severe stomach pain,gi_pain_bloat_cramp
severe stomach ,gi_pain_bloat_cramp
pain after eatin,gi_pain_bloat_cramp
colon cramps,gi_pain_bloat_cramp
Bloated gut,gi_pain_bloat_cramp
abdonimal pain and bloating,gi_pain_bloat_cramp
abdominal nerve pain,gi_pain_bloat_cramp
lower abdominal cramps,gi_pain_bloat_cramp
waist pain,gi_pain_bloat_cramp
Sharp Pain in Right Upper Abdomin,gi_pain_bloat_cramp
stomach discomfort,gi_pain_bloat_cramp
Abdominal Distension,gi_pain_bloat_cramp
Right Lower Abdominal Pain,gi_pain_bloat_cramp
swollen stomach,gi_pain_bloat_cramp
Pain- Abdomen,gi_pain_bloat_cramp
Sharp abdomen pain,gi_pain_bloat_cramp
gut pain bloating,gi_pain_bloat_cramp
abdominal pain right,gi_pain_bloat_cramp
abdominal pain left,gi_pain_bloat_cramp
stomach and bowel pain,gi_pain_bloat_cramp
Abdominal muscle cramps,gi_pain_bloat_cramp
left upper abdominal pain,gi_pain_bloat_cramp
Pain in the stomach,gi_pain_bloat_cramp
Left lower abdominal pain,gi_pain_bloat_cramp
stomach issues,gi_pain_bloat_cramp
belly pain,gi_pain_bloat_cramp
Gas and gas pain,gi_pain_bloat_cramp
Upper Abdominal Pressure ,gi_pain_bloat_cramp
Upper Abdominal bloating ,gi_pain_bloat_cramp
Stomach pain and cramps,gi_pain_bloat_cramp
Stomach/intestinal gas,gi_pain_bloat_cramp
Stomach Pain (above bellybutton),gi_pain_bloat_cramp
Abdominal Pain (Lower),gi_pain_bloat_cramp
Gut Pain/Cramping ,gi_pain_bloat_cramp
digestive cramping thing,gi_pain_bloat_cramp
Gas and gas pains,gi_pain_bloat_cramp
stomach pain wakes me up,gi_pain_bloat_cramp
pain from any abdominal presure,gi_pain_bloat_cramp
Sharp stomach pain,gi_pain_bloat_cramp
stomach pain left side,gi_pain_bloat_cramp
pain just above belly button ,gi_pain_bloat_cramp
gas/bloating/endo belly,gi_pain_bloat_cramp
Abd Bloating/Pressure,gi_pain_bloat_cramp
stomach pain then diarreha ,gi_pain_bloat_cramp
Torso stabbing pain,gi_pain_bloat_cramp
abdominal bloat,gi_pain_bloat_cramp
gnawing stomach pain,gi_pain_bloat_cramp
Intestinal cramps,gi_pain_bloat_cramp
abdominal p,gi_pain_bloat_cramp
Intestinal Pain and Cramping,gi_pain_bloat_cramp
sharp pain in lower right abdomen,gi_pain_bloat_cramp
"""Pit In Stomach"" Pain ",gi_pain_bloat_cramp
noisy stomach,gi_pain_bloat_cramp
tummy muscle pain,gi_pain_bloat_cramp
abdomanal pain,gi_pain_bloat_cramp
Bad stomach cramps ,gi_pain_bloat_cramp
Stomach pain/issues,gi_pain_bloat_cramp
upper gastric pain,gi_pain_bloat_cramp
Stomach/Abdominal/Back Pain,gi_pain_bloat_cramp
Protruding Stomach,gi_pain_bloat_cramp
bowl cramps & gas,gi_pain_bloat_cramp
lower abdominal pain left,gi_pain_bloat_cramp
digestive pain,gi_pain_bloat_cramp
bloating or gas,gi_pain_bloat_cramp
belly pain left side,gi_pain_bloat_cramp
General Abdominal Pain,gi_pain_bloat_cramp
Stomach ulcer pain,gi_pain_bloat_cramp
cramps in abdomen,gi_pain_bloat_cramp
GI / Bloating,gi_pain_bloat_cramp
upper abdomen pain,gi_pain_bloat_cramp
Gastrointestinal Pain,gi_pain_bloat_cramp
chronic stomach pain,gi_pain_bloat_cramp
dull abdominal pain,gi_pain_bloat_cramp
ab cramps,gi_pain_bloat_cramp
sharp right abdominal pain,gi_pain_bloat_cramp
swollen abdominal,gi_pain_bloat_cramp
low ab pain,gi_pain_bloat_cramp
stomach pressure,gi_pain_bloat_cramp
"Ovulation-style abdominal pain, left side",gi_pain_bloat_cramp
Abdominal noise,gi_pain_bloat_cramp
Bloating Pain,gi_pain_bloat_cramp
Intense intestinal cramping,gi_pain_bloat_cramp
Generalized Lower Abdominal Pain,gi_pain_bloat_cramp
stabbing abdominal pain,gi_pain_bloat_cramp
h1 abdominal pain,gi_pain_bloat_cramp
abdominal pressure,gi_pain_bloat_cramp
Stomach pain after drinking fluids,gi_pain_bloat_cramp
sitting abdominal pain,gi_pain_bloat_cramp
Weird feeling in stomach,gi_pain_bloat_cramp
Stabbing pain in tummy,gi_pain_bloat_cramp
Stomach Pain/Cramps,gi_pain_bloat_cramp
bloating/distention,gi_pain_bloat_cramp
Upper abdomen tension,gi_pain_bloat_cramp
Aching Stomach,gi_pain_bloat_cramp
stomach pain/bloat/acid,gi_pain_bloat_cramp
Side cramps,gi_pain_bloat_cramp
abdominal fullness,gi_pain_bloat_cramp
ibs cramps,gi_pain_bloat_cramp
lower stomach pain,gi_pain_bloat_cramp
Stabbing pains in stomach,gi_pain_bloat_cramp
Lower Left stomach pain,gi_pain_bloat_cramp
ibs stomach ache,gi_pain_bloat_cramp
Lower Left Abdominal Pressure,gi_pain_bloat_cramp
"Ovulation-style abdominal pain, right side",gi_pain_bloat_cramp
diffuse abdominal pain,gi_pain_bloat_cramp
Gastritis,gi_pain_bloat_cramp
RUQ abdo pain,gi_pain_bloat_cramp
pain abdominal ,gi_pain_bloat_cramp
gas pain (typ left),gi_pain_bloat_cramp
random abdo pain,gi_pain_bloat_cramp
buttock cramping,gi_pain_bloat_cramp
Upper-Left Abdominal Pain,gi_pain_bloat_cramp
abdominal aching,gi_pain_bloat_cramp
abdomen shooting pain,gi_pain_bloat_cramp
abdominal tear,gi_pain_bloat_cramp
abdominal pain behind belly button,gi_pain_bloat_cramp
pain in abdomen,gi_pain_bloat_cramp
lower abdomen bloat,gi_pain_bloat_cramp
burning abdominal pain,gi_pain_bloat_cramp
lower left abdo pain,gi_pain_bloat_cramp
pain in centre upper abdomen,gi_pain_bloat_cramp
pain next to bellybutton ,gi_pain_bloat_cramp
stomach cramping,gi_pain_bloat_cramp
Abdomen heaviness,gi_pain_bloat_cramp
Lower Digestive pain,gi_pain_bloat_cramp
gastroentestinal pain,gi_pain_bloat_cramp
stomach (upper) discomfort,gi_pain_bloat_cramp
Lower abdomen dull ,gi_pain_bloat_cramp
Abdominal muscle ,gi_pain_bloat_cramp
Cramps + stomach pain,gi_pain_bloat_cramp
lower belly pain,gi_pain_bloat_cramp
abdominal inflammation ,gi_pain_bloat_cramp
Stomach pain (right),gi_pain_bloat_cramp
Abdominal pain/cramps/bloating/diarrhea,gi_pain_bloat_cramp
Pain in upper right abdomen,gi_pain_bloat_cramp
Lower Abdominal Pain-Left,gi_pain_bloat_cramp
Lower Abdominal Pain-Right,gi_pain_bloat_cramp
Gas/gas pain,gi_pain_bloat_cramp
gas & bloating,gi_pain_bloat_cramp
lower abdomen cramp,gi_pain_bloat_cramp
stomach distended severely,gi_pain_bloat_cramp
stomach pain (LL),gi_pain_bloat_cramp
lower left abdominal pain- sharp,gi_pain_bloat_cramp
Lower abdominal discomfort,gi_pain_bloat_cramp
Knawing sensation in stomach,gi_pain_bloat_cramp
right abdominal pain,gi_pain_bloat_cramp
Abdominal Pain Left Side,gi_pain_bloat_cramp
odd abdominal pain ,gi_pain_bloat_cramp
crampy digestion,gi_pain_bloat_cramp
Knot in stomach,gi_pain_bloat_cramp
Bad Stomach ache,gi_pain_bloat_cramp
left abdominal pain,gi_pain_bloat_cramp
Stabbing Pain (Stomach),gi_pain_bloat_cramp
Sudden onset cramps in belly,gi_pain_bloat_cramp
"Stomach issues (discomfort, gas, bloating) ",gi_pain_bloat_cramp
pains in abdomen,gi_pain_bloat_cramp
Dull stomach pains,gi_pain_bloat_cramp
Abdominopelvic Pain,gi_pain_bloat_cramp
abdomen discomfort ,gi_pain_bloat_cramp
Organs - stabbing or constricting pains,gi_pain_bloat_cramp
stomach cramp,gi_pain_bloat_cramp
stress stomach pain,gi_pain_bloat_cramp
Slow stomach digestion,gi_pain_bloat_cramp
Lower abdomen discomfort,gi_pain_bloat_cramp
stomach pain upper lt side front and back,gi_pain_bloat_cramp
abdominal  throbbing,gi_pain_bloat_cramp
"Stomach Pain, LUQ",gi_pain_bloat_cramp
pain lower left abdomen,gi_pain_bloat_cramp
Abdomen pain,gi_pain_bloat_cramp
Painful gas,gi_pain_bloat_cramp
Low Stomach Ache,gi_pain_bloat_cramp
stomache problems,gi_pain_bloat_cramp
Bloated belly ,gi_pain_bloat_cramp
stomach bloat,gi_pain_bloat_cramp
Rumbling Stomach,gi_pain_bloat_cramp
Gallbladder pain,gi_pain_bloat_cramp
swelling stomach,gi_pain_bloat_cramp
feeding tube pain,gi_pain_bloat_cramp
Pain in abdomen (left side),gi_pain_bloat_cramp
abdominal distention,gi_pain_bloat_cramp
intestinal pain/cramping,gi_pain_bloat_cramp
upper right abdomen,gi_pain_bloat_cramp
Intestinal bleed,gi_rectal_hemorrhoid
bleeding with bowel movement,gi_rectal_hemorrhoid
Rectal Prolapse,gi_rectal_hemorrhoid
normal bowel with blood,gi_rectal_hemorrhoid
blood and mucus in stool,gi_rectal_hemorrhoid
anal fissure- blood in stool,gi_rectal_hemorrhoid
sharp rectal pain,gi_rectal_hemorrhoid
Rectal bulging,gi_rectal_hemorrhoid
Rectal Discomfort,gi_rectal_hemorrhoid
Splinter hemorrhage,gi_rectal_hemorrhoid
Pain before bowel movement,gi_rectal_hemorrhoid
Itchy rectum,gi_rectal_hemorrhoid
Pain during bowel movement,gi_rectal_hemorrhoid
pain in rectum,gi_rectal_hemorrhoid
Rectal Cysts,gi_rectal_hemorrhoid
Rectal Pressure,gi_rectal_hemorrhoid
mucus in bowels ,gi_rectal_hemorrhoid
rectal burning,gi_rectal_hemorrhoid
Sigmoid / rectal pain,gi_rectal_hemorrhoid
rectal pain/ bleeding,gi_rectal_hemorrhoid
Perineal/rectal ache ,gi_rectal_hemorrhoid
bright red blood in stool,gi_rectal_hemorrhoid
pain opening bowels,gi_rectal_hemorrhoid
Blood after bowel movement,gi_rectal_hemorrhoid
blood on tp while wiping from multiple bms or diarrhea,gi_rectal_hemorrhoid
hemmorhoids,gi_rectal_hemorrhoid
Internal hemorrhoids,gi_rectal_hemorrhoid
Straining pain - After bowel movement ,gi_rectal_hemorrhoid
hemorrhoid bleed,gi_rectal_hemorrhoid
lower intestinal bleeding ,gi_rectal_hemorrhoid
Pain after bowel movement,gi_rectal_hemorrhoid
stabbing rectal pain,gi_rectal_hemorrhoid
Bleeding hemorrhoid ,gi_rectal_hemorrhoid
pain after defecation,gi_rectal_hemorrhoid
Hemorrhoids,gi_rectal_hemorrhoid
rectal fissures,gi_rectal_hemorrhoid
rectal,gi_rectal_hemorrhoid
Blood mucus in poo,gi_rectal_hemorrhoid
Rectal bleeding,gi_rectal_hemorrhoid
pain when pooing,gi_rectal_hemorrhoid
blood clots excrement,gi_rectal_hemorrhoid
bleeding from rectum,gi_rectal_hemorrhoid
bowel problems and thrombophlebitis,gi_rectal_hemorrhoid
mucous from rectum,gi_rectal_hemorrhoid
nerve pain with bowel movement,gi_rectal_hemorrhoid
rectal inflammation,gi_rectal_hemorrhoid
Rectum pain,gi_rectal_hemorrhoid
Rectal Swelling,gi_rectal_hemorrhoid
colon bleeding,gi_rectal_hemorrhoid
hemorrhoid discomfort,gi_rectal_hemorrhoid
Rectal pain,gi_rectal_hemorrhoid
rectal mucus,gi_rectal_hemorrhoid
rectal contraction,gi_rectal_hemorrhoid
rectal cramp,gi_rectal_hemorrhoid
Hemorrhoid,gi_rectal_hemorrhoid
cramping with bowel movement,gi_rectal_hemorrhoid
hemorrhoid pain,gi_rectal_hemorrhoid
Blood in bowel movement,gi_rectal_hemorrhoid
haemorrhoids,gi_rectal_hemorrhoid
Gurgly tummy,gi_upper_reflux
attempting to vomit,gi_upper_reflux
Disabling Nausea,gi_upper_reflux
reflux and related,gi_upper_reflux
sick to stomach,gi_upper_reflux
GERD,gi_upper_reflux
Nauseas,gi_upper_reflux
Chonic Nausea,gi_upper_reflux
vomiting acid,gi_upper_reflux
daytime nausea,gi_upper_reflux
nausea recumbent rhs,gi_upper_reflux
Acid stomach,gi_upper_reflux
Digestive upset,gi_upper_reflux
gas/heartburn,gi_upper_reflux
choking from reflux,gi_upper_reflux
want to vomit,gi_upper_reflux
Nausea in throat,gi_upper_reflux
sulfur burps,gi_upper_reflux
Nausea,gi_upper_reflux
Reflux without eating,gi_upper_reflux
Psychosomatic Vomiting,gi_upper_reflux
Vomiting,gi_upper_reflux
undigested food,gi_upper_reflux
throw up,gi_upper_reflux
nausea GP,gi_upper_reflux
Cyclical vomiting,gi_upper_reflux
Nausea - after meal,gi_upper_reflux
nausea and vomiting,gi_upper_reflux
Vomiting/Retching,gi_upper_reflux
Nausea - general,gi_upper_reflux
nausea mid day,gi_upper_reflux
Urge to vomit,gi_upper_reflux
nausea morning,gi_upper_reflux
nausea recumbent lhs,gi_upper_reflux
craving acid,gi_upper_reflux
A-vomiting,gi_upper_reflux
epigastric nausea,gi_upper_reflux
nausea after eating ,gi_upper_reflux
"nausea, sudden/acute",gi_upper_reflux
vomit breakfast,gi_upper_reflux
Acid in mouth,gi_upper_reflux
Acid burps,gi_upper_reflux
nauseated,gi_upper_reflux
acid indigestion,gi_upper_reflux
Indigestion and depression,gi_upper_reflux
Psychosomatic Nausea,gi_upper_reflux
Mouth ulcers,gi_upper_reflux
Acid Reflux,gi_upper_reflux
Clear vomit,gi_upper_reflux
Vomiting blood,gi_upper_reflux
Esophageal Reflux ,gi_upper_reflux
extra nauseous ,gi_upper_reflux
Upset stomach,gi_upper_reflux
Nausea when drinking water,gi_upper_reflux
teeth brushing nausea,gi_upper_reflux
severe nausea,gi_upper_reflux
Vomiting/Dry Heaving,gi_upper_reflux
nausea/vomitinf,gi_upper_reflux
indigestion or acid,gi_upper_reflux
vomiting bile,gi_upper_reflux
nausea/retching/,gi_upper_reflux
Gastroesophageal reflux,gi_upper_reflux
cyclical vomiting syndrome,gi_upper_reflux
esophageal reflux / coughing / chocking ,gi_upper_reflux
burp stomach acid,gi_upper_reflux
Food trapped in esophagus,gi_upper_reflux
feel like puking for no reason at all out of the blue,gi_upper_reflux
painful heartburn,gi_upper_reflux
Night vomiting ,gi_upper_reflux
puking,gi_upper_reflux
Peptic ulcers,gi_upper_reflux
near vomiting ,gi_upper_reflux
Nervy Nausea,gi_upper_reflux
Vomiting or Diarrhea,gi_upper_reflux
Stomach acid,gi_upper_reflux
Heartburn / Reflux,gi_upper_reflux
Nausea and/or Heartburn,gi_upper_reflux
feeling like your blood is poisoned,gi_upper_reflux
Choking on food / drink,gi_upper_reflux
Nighttime acid reflux,gi_upper_reflux
Bile burn,gi_upper_reflux
Acid Reflux/ Heartburn,gi_upper_reflux
reflux/vomiting ,gi_upper_reflux
Heartburn,gi_upper_reflux
vomited,gi_upper_reflux
Unpleasant taste,gi_upper_reflux
Esophagus Reflux or Acid Reflux Feeling,gi_upper_reflux
nutcracker esophagus,gi_upper_reflux
Nausea & Vomitting,gi_upper_reflux
Waves Of Nausea,gi_upper_reflux
Feeling nauseas,gi_upper_reflux
silent reflux,gi_upper_reflux
vomiting in mouth,gi_upper_reflux
Vômito,gi_upper_reflux
Day time reflux,gi_upper_reflux
Indigestion,gi_upper_reflux
Náusea,gi_upper_reflux
POTS: Nausea,gi_upper_reflux
Naúsea por cheiros diversos,gi_upper_reflux
